produce_slug,region_slug,season_months,peak_months,source_type,notes,storage_tip
cubanelle,central-valley,"[6,7,8,9,10]","[7,8,9]",local,"Mild Italian frying pepper with thin walls. Popular in Latin and Italian cooking.","Refrigerate for up to a week. Saute in olive oil until blistered."
scotch-bonnet,central-mexico,"[1,2,3,4,5,6,7,8,9,10,11,12]","[6,7,8,9,10]",import,"Fiery Caribbean pepper closely related to habanero. Most US supply imported from Mexico and Caribbean.","Refrigerate for up to 2 weeks. Freeze whole for longer storage. Handle with gloves."
squash-blossom,central-valley,"[5,6,7,8,9]","[6,7,8]",local,"Harvest male flowers in the morning when fully open. Fragile and best used the same day.","Refrigerate on a damp paper towel in a single layer. Use within 1-2 days."
nasturtium,north-coast,"[4,5,6,7,8,9,10]","[5,6,7,8]",local,"Peppery edible flower and leaves. Blooms prolifically in coastal California. Heat stress can make flavor too pungent.","Keep stems in a glass of water like cut flowers. Petals wilt quickly -- use same day."
lavender,central-coast,"[5,6,7,8,9]","[6,7]",local,"English lavender varieties are best for culinary use. Grown commercially on the Central Coast. Very drought tolerant.","Dry by hanging bundles upside down. Store dried buds in an airtight jar away from light."
calendula,central-coast,"[3,4,5,6,7,8,9,10,11]","[4,5,6,10,11]",local,"Cool-season flower that blooms spring and fall in California. Petals add golden color to rice and soups.","Refrigerate petals in a damp paper towel for a few days. Dry petals for tea or seasoning."
chamomile,central-valley,"[4,5,6,7,8]","[5,6,7]",local,"German chamomile grown as an annual in California. Harvest flower heads when petals fold back from the center.","Dry flowers on a screen in a warm airy spot. Store dried in an airtight container for tea."
chive-blossom,salinas-valley,"[4,5,6]","[4,5]",local,"Mild onion-flavored purple flowers that appear in spring. Pull apart into individual florets for garnish.","Refrigerate in a produce bag for 2-3 days. Separate florets and scatter over salads or eggs."
borage,north-coast,"[4,5,6,7,8,9]","[5,6,7]",local,"Star-shaped blue flowers with a cucumber-like flavor. Self-seeds readily in California gardens.","Use flowers immediately -- they wilt within hours. Freeze in ice cubes for drinks."
marigold,central-valley,"[5,6,7,8,9,10,11]","[6,7,8,9]",local,"Gem and signet marigold varieties are edible with a citrusy tang. Common in Mexican and South Asian cooking.","Refrigerate petals in a sealed container for 2-3 days. Dry for longer storage."
tangerine,central-valley,"[11,12,1,2,3,4]","[12,1,2]",local,"Major CA citrus crop from the San Joaquin Valley. Varieties include Clementine Murcott and Satsuma.","Refrigerate for up to 2 weeks. Room temperature is fine for a few days."
cranberry,oregon,"[9,10,11,12]","[10,11]",import,"Wet-harvested in Oregon bogs near Bandon. Not grown commercially in California.","Refrigerate fresh berries for up to 2 months. Freeze for up to a year."
quince,central-valley,"[8,9,10,11,12,1]","[9,10,11]",local,"About 300 acres of quince grow in the San Joaquin Valley south of Fresno. Must be cooked -- too hard and astringent raw.","Store at room temperature until fragrant then refrigerate. Keeps 2-3 weeks in the fridge."
boysenberry,ventura-county,"[5,6,7]","[6,7]",local,"Cross between raspberry loganberry and blackberry developed in Anaheim in the 1920s. Knott's Berry Farm made it famous.","Highly perishable. Refrigerate in a single layer and eat within 2-3 days. Freezes well."
mulberry,central-valley,"[5,6,7,8]","[5,6,7]",local,"Common backyard tree throughout the Central Valley. White varieties ripen first followed by red and black.","Extremely perishable -- eat or freeze the same day. Spread on a sheet pan to freeze individually."
prickly-pear,socal-coastal,"[8,9,10,11,12]","[9,10,11]",local,"Fruit of the Opuntia cactus native to Southern California deserts. Deep magenta flesh is sweet with melon-like flavor.","Refrigerate for up to a week. Peel carefully with gloves to avoid tiny glochid spines."
gooseberry,north-coast,"[5,6,7,8]","[6,7]",local,"Tart berry grown in cooler Northern California microclimates. Best when slightly underripe for pies and preserves.","Refrigerate for up to 2 weeks. Freeze on a sheet pan then transfer to bags."
key-lime,baja-california,"[5,6,7,8,9,10]","[6,7,8]",import,"Smaller and more aromatic than Persian limes. Most US supply comes from Mexico. Also grown in Florida.","Refrigerate for up to 2 weeks. Juice and freeze in ice cube trays for year-round use."
currant,north-coast,"[6,7,8]","[6,7]",local,"Small tart berries in red black and white varieties. Grown in cooler Northern California areas.","Refrigerate for up to a week. Strip berries from stems with a fork before freezing."
pineapple-guava,socal-coastal,"[10,11,12]","[10,11]",local,"Also called feijoa. Small egg-shaped fruit with tropical flavor. Grows as an ornamental hedge in Southern California.","Ripen at room temperature until slightly soft and fragrant. Refrigerate ripe fruit for a few days."
gold-kiwi,new-zealand,"[4,5,6,7,8,9,10]","[5,6,7,8]",import,"Sweeter and less acidic than green kiwi. Zespri SunGold from New Zealand dominates the US market.","Refrigerate firm fruit for up to 4 weeks. Ripen at room temperature next to a banana."
pink-lemon,ventura-county,"[11,12,1,2,3,4,5,6,7,8]","[12,1,2,3]",local,"Variegated Eureka lemon with pink flesh and striped rind. Grown in coastal Ventura County. Milder than regular lemons.","Store at room temperature for a week or refrigerate for up to a month."
chive,salinas-valley,"[1,2,3,4,5,6,7,8,9,10,11,12]","[3,4,5,6,7,8,9,10]",local,"Hardy perennial grown year-round in the Salinas Valley. Hollow stems have mild onion flavor.","Wrap in a damp paper towel and refrigerate for up to a week. Snip with scissors -- don't chop."
thai-basil,central-valley,"[5,6,7,8,9,10]","[6,7,8,9]",local,"Sturdy anise-flavored basil essential to Thai and Vietnamese cooking. More heat-tolerant than Italian basil.","Store stems in a glass of water at room temperature. Refrigeration blackens leaves quickly."
tarragon,salinas-valley,"[4,5,6,7,8,9,10]","[5,6,7,8]",local,"French tarragon has the best flavor -- propagated by cuttings only. Anise-scented leaves are classic with chicken and eggs.","Wrap in damp paper towel and refrigerate for up to 2 weeks. Freeze in olive oil for longer storage."
lemongrass,central-valley,"[5,6,7,8,9,10,11]","[7,8,9]",local,"Tropical grass grown in the Central Valley warm season. Use the tender white base for cooking.","Refrigerate whole stalks for 2-3 weeks. Freeze trimmed stalks for several months."
peppermint,central-valley,"[4,5,6,7,8,9,10,11]","[6,7,8,9]",local,"Commercially farmed in California for essential oil and fresh market. Vigorous spreader.","Refrigerate stems in a glass of water covered loosely with a bag. Keeps about a week."
spearmint,central-valley,"[4,5,6,7,8,9,10,11]","[6,7,8,9]",local,"Milder than peppermint with a sweet cool flavor. Classic for mojitos and tabbouleh.","Same as peppermint -- stems in water in the fridge. Dries well for tea."
bay-leaf,north-coast,"[1,2,3,4,5,6,7,8,9,10,11,12]","[1,2,3,4,5,6,7,8,9,10,11,12]",local,"California bay (Umbellularia) is stronger than Mediterranean bay. Grows wild along the Northern California coast.","Dry leaves flat between paper towels for a week. Store dried in an airtight jar for up to a year."
shiso,central-valley,"[6,7,8,9,10]","[7,8,9]",local,"Japanese herb in green and purple varieties. Increasingly popular at California farmers markets.","Wrap in damp paper towel and refrigerate for up to a week. Bruises easily -- handle gently."
chervil,salinas-valley,"[2,3,4,5,10,11,12]","[3,4,5]",local,"Delicate French herb that bolts in summer heat. Grows best in Salinas Valley cool seasons spring and fall.","Very perishable. Refrigerate in a damp paper towel and use within 3-4 days."
marjoram,salinas-valley,"[4,5,6,7,8,9,10]","[6,7,8]",local,"Sweeter milder cousin of oregano. Mediterranean native that thrives in coastal California.","Refrigerate wrapped in damp paper towel for up to a week. Dry or freeze for longer storage."
chanterelle-mushroom,north-coast,"[11,12,1,2,3]","[12,1,2]",local,"Premier wild mushroom foraged in coastal Mendocino and Marin oak forests after fall rains. Golden color with apricot aroma.","Brush clean -- don't wash. Refrigerate in a paper bag for up to a week. Saute in butter."
morel-mushroom,sierra-foothills,"[3,4,5]","[4,5]",local,"Spring wild mushroom found in Sierra foothills especially in areas of recent wildfire. Honeycomb texture and nutty flavor.","Store in a paper bag in the refrigerator for up to a week. Never eat raw -- always cook."
lions-mane-mushroom,central-coast,"[1,2,3,4,5,6,7,8,9,10,11,12]","[9,10,11,12,1,2]",local,"Cultivated year-round at farms like Far West Fungi in Moss Landing. White shaggy appearance with lobster-like flavor.","Refrigerate in a paper bag for up to a week. Tear into pieces and sear in a hot pan."
maitake-mushroom,north-coast,"[9,10,11,12]","[10,11]",local,"Also called hen of the woods. Cultivated and occasionally wild-foraged in Northern California in fall.","Refrigerate in a paper bag for up to a week. Tear into clusters and roast at high heat."
king-oyster-mushroom,central-coast,"[1,2,3,4,5,6,7,8,9,10,11,12]","[1,2,3,4,5,6,7,8,9,10,11,12]",local,"Cultivated year-round. Thick meaty stems are the prize -- slice into scallop-sized rounds for searing.","Refrigerate in a paper bag for up to 10 days. The firmest cultivated mushroom."
enoki-mushroom,central-valley,"[1,2,3,4,5,6,7,8,9,10,11,12]","[1,2,3,4,5,6,7,8,9,10,11,12]",local,"Cultivated year-round in controlled environments. Long thin white stems with tiny caps. Mild and crunchy.","Refrigerate in original packaging for up to a week. Trim root cluster before using."
matsutake-mushroom,north-coast,"[10,11,12]","[10,11]",local,"Rare aromatic wild mushroom foraged under tanoak and pine in Northern California. Prized in Japanese cuisine.","Wipe clean with a damp cloth. Refrigerate wrapped in paper for 3-5 days. Slice thin and grill."
porcini-mushroom,sierra-foothills,"[9,10,11]","[10,11]",local,"Wild mushroom foraged in Sierra conifer forests. Thick stem and brown cap with intense umami flavor.","Clean and slice then dry in a dehydrator for long-term storage. Fresh porcini keep 3-5 days refrigerated."
beech-mushroom,central-valley,"[1,2,3,4,5,6,7,8,9,10,11,12]","[1,2,3,4,5,6,7,8,9,10,11,12]",local,"Cultivated year-round in brown and white varieties. Mild nutty flavor. Always cook -- bitter when raw.","Refrigerate in original packaging for up to 10 days. Saute or add to soups."
black-trumpet-mushroom,north-coast,"[11,12,1,2]","[12,1]",local,"Wild winter mushroom found in Northern California oak and mixed forests. Thin and fragile with rich smoky flavor.","Brush off debris gently. Refrigerate in a paper bag for 4-5 days. Dries exceptionally well."
pistachio,central-valley,"[9,10,11]","[9,10]",local,"California produces 99% of US pistachios concentrated in Kern Tulare and Fresno counties. Trees need desert-like heat.","Store in an airtight container. Refrigerate for 3 months or freeze for up to a year."
pecan,southeast-us,"[9,10,11,12]","[10,11]",import,"Grown in Georgia and the Southeast US. Trees take 6-10 years to produce. Fall harvest after nuts drop naturally.","Store in-shell at room temperature for a few months. Shelled pecans keep longest frozen."
hazelnut,oregon,"[9,10]","[9,10]",import,"Oregon produces 99% of US hazelnuts in the Willamette Valley. Harvested after falling to the ground.","Store in-shell in a cool dry place for months. Shelled hazelnuts keep best frozen."
chestnut,sierra-foothills,"[9,10]","[9,10]",local,"Small but growing California crop in Sierra foothills. Must be cooked -- roast score and bake at 425F.","Refrigerate immediately -- chestnuts are perishable unlike other nuts. Use within 2-3 weeks."
pine-nut,sierra-foothills,"[9,10,11]","[9,10]",local,"Harvested from pinyon pines in the Sierra Nevada and Great Basin. Labor-intensive hand harvest keeps prices high.","Refrigerate for up to 3 months or freeze for up to 9 months. High oil content makes them go rancid quickly."
macadamia-nut,hawaii,"[7,8,9,10,11,12,1,2,3]","[8,9,10,11,12,1]",import,"Hawaii's signature nut crop on the Big Island. Hard shell requires specialized cracking equipment.","Store in an airtight container in the refrigerator for up to 6 months. Freeze for longer storage."
broccolini,salinas-valley,"[1,2,3,4,5,6,7,8,9,10,11,12]","[3,4,5,10,11]",local,"Cross between broccoli and Chinese kale developed in 1993. Salinas Valley produces year-round supply with cool-season peak.","Refrigerate unwashed in a produce bag for up to a week. Stems are fully edible."
watercress,central-coast,"[1,2,3,4,5,6,7,8,9,10,11,12]","[3,4,5,6]",local,"Aquatic green grown year-round in Central Coast spring-fed beds. Peppery flavor intensifies in warmer months.","Store stems in a glass of water in the refrigerator. Use within 3-4 days."
endive,salinas-valley,"[1,2,3,4,10,11,12]","[11,12,1,2]",local,"Belgian endive is forced in darkness to keep it pale and mildly bitter. Salinas Valley is a major US producer.","Wrap in a damp paper towel and refrigerate for up to 2 weeks. Keep away from light."
mustard-greens,salinas-valley,"[1,2,3,4,5,10,11,12]","[11,12,1,2,3]",local,"Cool-season green that bolts in summer heat. Seeds can be sown in late February for spring harvest.","Refrigerate unwashed in a produce bag for up to 5 days. Blanch and freeze for longer storage."
dandelion-greens,salinas-valley,"[1,2,3,4,5,10,11,12]","[3,4,5]",local,"Cultivated dandelion is less bitter than wild. Popular in Italian and Southern cooking. Spring greens are most tender.","Refrigerate in a produce bag for up to 5 days. Soak in cold water to reduce bitterness."
frisee,salinas-valley,"[1,2,3,4,5,10,11,12]","[11,12,1,2,3]",local,"Curly pale chicory green with a mild bitter edge. Heart is blanched white and most tender.","Refrigerate in a produce bag for up to a week. Wash just before using."
pea-shoot,salinas-valley,"[2,3,4,5,6]","[3,4,5]",local,"Tender tendrils and leaves of the pea plant. Delicate sweet flavor popular in spring salads and stir-fries.","Refrigerate in a produce bag for 2-3 days. Very perishable -- use quickly."
tatsoi,salinas-valley,"[1,2,3,4,5,10,11,12]","[10,11,12,1,2]",local,"Asian brassica with dark spoon-shaped leaves. Cold tolerant -- flavor improves after light frost.","Refrigerate unwashed in a produce bag for up to a week. Use in stir-fries or raw in salads."
spaghetti-squash,central-valley,"[8,9,10,11,12,1,2]","[9,10,11]",local,"Winter squash with unique stringy flesh that separates into noodle-like strands. Grown in the Central Valley.","Store whole in a cool dry place for up to 3 months. Cut squash should be refrigerated."
yellow-squash,central-valley,"[5,6,7,8,9,10]","[6,7,8,9]",local,"Summer squash including crookneck and straightneck varieties. Prolific Central Valley crop.","Refrigerate for up to a week. Best when small and tender -- large ones become seedy."
pattypan-squash,central-valley,"[5,6,7,8,9,10]","[6,7,8,9]",local,"Flying-saucer shaped summer squash. Harvest small at 2-3 inches for best flavor and texture.","Refrigerate for up to a week. Scalloped edges and shape make them ideal for stuffing."
jicama,central-mexico,"[1,2,3,4,5,6,7,8,9,10,11,12]","[10,11,12,1,2,3]",import,"Crisp refreshing root vegetable imported year-round from Mexico. Sweet and starchy with apple-like crunch.","Store whole at room temperature for 2-3 weeks. Cut jicama should be refrigerated in water."
nopales,socal-coastal,"[3,4,5,6,7,8,9]","[4,5,6]",local,"Paddle-shaped pads of the prickly pear cactus. Staple in Mexican cuisine with green bean-like flavor.","Refrigerate cleaned pads in a produce bag for up to a week. Remove spines with a vegetable peeler."
red-cabbage,salinas-valley,"[1,2,3,4,5,6,7,8,9,10,11,12]","[10,11,12,1,2,3]",local,"Year-round brassica from the Salinas Valley. Sweeter and denser than green cabbage.","Refrigerate whole head for up to 2 weeks. Cut cabbage keeps about a week wrapped tightly."
pickling-cucumber,central-valley,"[5,6,7,8,9]","[6,7,8]",local,"Smaller and bumpier than slicing cucumbers. Kirby is the most common variety. Harvest at 2-4 inches for best crunch.","Refrigerate for up to a week. Process into pickles within 24 hours of harvest for best texture."
baby-artichoke,central-coast,"[3, 4, 5, 6]","[4, 5]",local,"Smaller lateral buds harvested from the same plant after the main terminal bud. Grown primarily around Castroville in Monterey County. More tender than full-size globes with less developed choke, often edible whole. Spring crop is the primary harvest.",Refrigerate unwashed in a plastic bag for up to 5-7 days. Sprinkle with water to maintain freshness.
baby-artichoke,central-coast,"[9, 10, 11]",[10],local,"Smaller fall harvest of baby artichokes from the Castroville area. Plants are cut back in summer to force dormancy, then regrown for fall production. Fall buds tend to be slightly more compact.",Refrigerate unwashed in a plastic bag for up to 5-7 days. Sprinkle with water to maintain freshness.
beet-greens,salinas-valley,"[1, 2, 3, 4, 5, 10, 11, 12]","[3, 4, 5, 10, 11]",local,"Tender tops harvested from young beet plants, available as a byproduct of beet thinning or from dedicated greens production. Best flavor in cool weather -- bolts and turns tough in summer heat. Rich in iron, vitamin K, and oxalic acid similar to chard.",Wrap in damp paper towel and refrigerate in a plastic bag. Use within 3-5 days as leaves wilt quickly.
blackeye-pea,central-valley,"[7, 8, 9, 10]","[8, 9]",local,"Fresh shelling blackeye peas from the Central Valley. California Blackeye No. 5 and No. 46 are the dominant commercial varieties. Heat-loving legume planted after soil reaches 65F, harvested when pods are plump and easily snapped. Fresh peas cook much faster than dried.",Refrigerate unshelled in a plastic bag for up to 5 days. Shelled peas should be used within 2-3 days or frozen.
blackeye-pea,southeast-us,"[5, 6, 7, 8, 9, 10]","[7, 8, 9]",import,"Georgia, Arkansas, and Tennessee are leading producers of fresh shelling cowpeas. Southern states have longer warm seasons that extend availability beyond the California window.",Refrigerate unshelled in a plastic bag for up to 5 days. Shelled peas should be used within 2-3 days or frozen.
chayote,socal-coastal,"[10, 11, 12]","[10, 11]",local,"Short-day plant that only flowers when daylength drops below 12 hours. In Southern California, blossoms appear in September and fruit ripens in October. Produces prolifically until first frost. Mild, crisp flesh similar to a cross between cucumber and jicama.",Refrigerate unwrapped in the crisper drawer for up to 3-4 weeks. Do not peel until ready to use.
chayote,sinaloa,"[1, 2, 3, 4, 5, 10, 11, 12]","[1, 2, 11, 12]",import,"Mexico supplies roughly 89% of US chayote imports. Available in most Latin grocery stores year-round, with peak supply in fall and winter. Also imported from Costa Rica and Guatemala to fill supply gaps.",Refrigerate unwrapped in the crisper drawer for up to 3-4 weeks. Do not peel until ready to use.
chinese-broccoli,salinas-valley,"[1, 2, 3, 4, 5, 9, 10, 11, 12]","[3, 4, 10, 11]",local,"Also called gai lan or kai lan. Cool-season brassica that bolts quickly in heat above 75F. Thick, glossy stems are the prized part -- harvest at 6-8 inches before white flower buds open. Fast crop at 55-70 days from seed. Flavor is sweeter and less bitter than conventional broccoli.",Wrap stems in damp paper towel and refrigerate in a plastic bag. Use within 4-5 days. Stems stay crisp longer than leaves.
escarole,salinas-valley,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 11, 12]",local,"Broad-leaved endive grown commercially in the Salinas Valley. Best planted in summer for fall/winter harvest -- bolts before reaching full size if spring-planted. Outer leaves are pleasantly bitter, inner heart is mild and buttery. Takes 85-100 days to mature. Excellent braised or in Italian wedding soup.",Wrap in damp paper towel and refrigerate for up to 5-7 days. Inner leaves keep longer than outer ones.
escarole,florida,"[1, 2, 3, 11, 12]","[1, 2, 12]",import,Florida supplies the East Coast and supplements California production during winter months. Same growing requirements as California -- cool-season crop that needs consistent moisture.,Wrap in damp paper towel and refrigerate for up to 5-7 days. Inner leaves keep longer than outer ones.
golden-beet,salinas-valley,"[1, 2, 3, 4, 5, 10, 11, 12]","[3, 4, 11, 12]",local,"Heirloom variety (often Burpee's Golden or Touchstone Gold) that does not bleed like red beets. Sweeter and milder than red varieties. Matures in 55-65 days, best in cool weather between 50-70F. Flesh turns rich golden-orange when roasted. Prized at farmers markets for salads and roasting.",Remove greens immediately (they draw moisture from the root). Refrigerate unwashed roots in a plastic bag for 2-3 weeks.
green-tomato,central-valley,"[6, 7, 8, 9, 10, 11]","[9, 10]",local,"Unripe tomatoes harvested firm before coloring, or heirloom varieties like Green Zebra and Cherokee Green that stay green when ripe. Most common at farmers markets in September-October as growers clear plants. Tart, firm flesh is ideal for frying, pickling, and chutney.",Store at room temperature out of direct sunlight. Will begin to ripen within a week. Refrigerate only if fully green and firm -- keeps 1-2 weeks.
savoy-cabbage,salinas-valley,"[1, 2, 3, 4, 5, 10, 11, 12]","[1, 2, 11, 12]",local,"Crinkled, deeply veined leaves are more tender and delicate than smooth-leaf cabbage. Best in cool weather. Takes 70-110 days depending on variety. Lighter and more pliable than green cabbage, making it superior for stuffed cabbage rolls.",Refrigerate whole head in a plastic bag for up to 1-2 weeks. Cut cabbage dries out faster -- wrap tightly in plastic.
savoy-cabbage,santa-maria-valley,"[1, 2, 3, 4, 5, 10, 11, 12]","[1, 2, 11, 12]",local,Santa Maria Valley cool-season production. Quality and sweetness are best after light frost exposure in winter months.,Refrigerate whole head in a plastic bag for up to 1-2 weeks. Cut cabbage dries out faster -- wrap tightly in plastic.
sweet-onion,imperial-valley,"[4, 5, 6]","[4, 5]",local,"Imperial Sweets are short-day varieties with high sugar-to-pyruvic acid ratio, resulting in mild sweetness without the bite. Planted in fall, harvested starting late April. The Imperial Valley is one of the largest sweet onion districts in the US.","Store in a cool, dry, well-ventilated area. Sweet onions have higher water content and spoil faster than storage onions -- use within 2-3 weeks. Refrigerate for longer storage."
sweet-onion,central-valley,"[6, 7, 8]","[6, 7]",local,San Joaquin Valley harvest begins around Bakersfield in late May and moves north through Kern and Fresno counties. Intermediate-day sweet varieties extend availability after the Imperial Valley deal finishes.,"Store in a cool, dry, well-ventilated area. Sweet onions have higher water content and spoil faster than storage onions -- use within 2-3 weeks. Refrigerate for longer storage."
white-onion,imperial-valley,"[4, 5, 6]","[5, 6]",local,"Short-day white varieties planted in fall and harvested spring. Sharp, clean flavor when raw that mellows when cooked. Essential in Mexican cuisine for salsas and pickled onions.","Store in a cool, dry, dark location with good air circulation for 2-4 weeks. White onions have thinner, more papery skin and don't store as long as yellow varieties."
white-onion,central-valley,"[6, 7, 8, 9]","[7, 8]",local,Intermediate-day white varieties from the San Joaquin Valley extend the California season after Imperial Valley finishes. Harvest progresses from Bakersfield north through the valley.,"Store in a cool, dry, dark location with good air circulation for 2-4 weeks. White onions have thinner, more papery skin and don't store as long as yellow varieties."
white-onion,sinaloa,"[1, 2, 3, 10, 11, 12]","[1, 2, 11, 12]",import,"Mexican white onions fill the gap when California production ends. Mexico is the primary source for US white onion imports, with Sinaloa and Chihuahua as major growing regions.","Store in a cool, dry, dark location with good air circulation for 2-4 weeks. White onions have thinner, more papery skin and don't store as long as yellow varieties."
turnip-greens,central-valley,"[1, 2, 3, 10, 11, 12]","[1, 2, 11, 12]",local,"Cool-season crop grown commercially in the Central Valley during fall and winter. Greens are ready to pick within a month of sowing. Best flavor at 50-65F; high temperatures cause bitterness. Traditional Southern cooking green, excellent braised with vinegar and smoked pork.",Wrap in damp paper towel and refrigerate in a plastic bag. Use within 3-5 days. Blanch and freeze for longer storage.
turnip-greens,southeast-us,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 11, 12]",import,"Southeast US states (Georgia, Alabama, Tennessee) are major producers of turnip greens. Longer mild-winter season extends availability.",Wrap in damp paper towel and refrigerate in a plastic bag. Use within 3-5 days. Blanch and freeze for longer storage.
pearl-onion,central-valley,"[4, 5, 6, 7, 8, 9]","[5, 6, 7]",local,"Tiny bulb onion (under 1 inch diameter) harvested young from dense plantings. White, red, and gold varieties available. Mild, sweet flavor prized for braising, pickling, and stews.","Store in a cool, dry, well-ventilated spot for 2-4 weeks. Refrigerate in a mesh bag for up to 1 month. Avoid plastic bags which trap moisture."
pearl-onion,imperial-valley,"[3, 4, 5]","[4, 5]",local,Early-season desert production from the Imperial Valley onion region. Short-day varieties planted in fall for spring harvest.,"Store in a cool, dry, well-ventilated spot for 2-4 weeks. Refrigerate in a mesh bag for up to 1 month."
watermelon-radish,salinas-valley,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 11, 12]",local,Chinese heirloom daikon-type radish with pale green skin and striking pink-to-magenta interior. Takes 55-65 days to mature. Flavor sweetens as temperatures drop in fall and winter. Best planted midsummer for late fall harvest. Sizes up to 2-4 inches in diameter for optimal quality.,Refrigerate unwashed in a plastic bag with a damp paper towel for 2-3 weeks. Remove greens promptly as they draw moisture from the root.
taro,central-valley,"[9, 10, 11]","[10, 11]",local,Limited California production on small-scale farms in warm inland areas. Requires 7-12 months of hot weather and soil temperatures above 70F. Primarily dasheen and eddoe types. Harvested in fall when lower leaves yellow.,"Store unwashed in a cool, dark, dry place for up to 1 week. Refrigerate loosely wrapped for up to 2 weeks. Do not eat raw; taro must be cooked thoroughly to neutralize calcium oxalate crystals."
taro,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,"Year-round tropical imports from the Philippines, Fiji, Samoa, and other Pacific Island nations. The US imports over 64,000 metric tons annually. Also imported from Mexico, Costa Rica, and Ecuador.","Store unwashed in a cool, dark, dry place for up to 1 week. Refrigerate loosely wrapped for up to 2 weeks. Must be cooked before eating."
chicory,salinas-valley,"[1, 5, 6, 7, 8, 9, 10, 11, 12]","[6, 7, 8, 9, 10]",local,"Broad chicory family includes radicchio, Belgian endive, frisee, and puntarelle. Salinas Valley is the primary California production region, with radicchio harvested May through January. Cool-season crop thriving at 45-75F. Takes 85-100 days to mature. Coastal fog belt is ideal.",Wrap loosely in damp paper towels and refrigerate in a plastic bag for 1-2 weeks. Radicchio heads keep longest; loose-leaf types like frisee keep 5-7 days.
chicory,central-valley,"[1, 2, 3]","[1, 2]",local,Winter Central Valley production fills the gap when Salinas is too cold for field crops. Radicchio rosa season typically begins in January. Shorter window due to warming spring temperatures which cause bolting.,Wrap loosely in damp paper towels and refrigerate for 1-2 weeks.
mizuna,salinas-valley,"[1, 2, 3, 4, 5, 10, 11, 12]","[2, 3, 4, 11]",local,"Japanese mustard green with feathery, deeply serrated leaves and mild peppery flavor. Fast-growing at 40 days to maturity. More bolt-resistant than most brassica greens. Grown commercially alongside other salad mix components in the Salinas Valley.",Refrigerate unwashed in a loosely sealed bag or container lined with paper towels for 5-7 days. Wilts quickly at room temperature.
mizuna,santa-maria-valley,"[1, 2, 3, 4, 5, 6, 10, 11, 12]","[3, 4, 5, 11, 12]",local,Coastal fog belt allows extended cool-season production. Often included in spring mix and mesclun blends. Mild marine climate reduces bolting pressure during shoulder months.,Refrigerate in a loosely sealed container lined with paper towels for 5-7 days.
yu-choy,central-valley,"[2, 3, 4, 5, 9, 10, 11]","[3, 4, 10, 11]",local,"Also called yu choy sum, meaning 'oil vegetable' in Cantonese. Produces fleshy pale green stalks with broad dark green leaves and small yellow flowers. Grown extensively by Southeast Asian farmers in Fresno County. Fast-growing at 30-45 days. Bolts quickly in summer heat. Milder and sweeter than bok choy.","Refrigerate unwashed, wrapped in a damp paper towel inside a plastic bag for 3-5 days. Stems should be firm and crisp; yellowing flowers indicate age."
yu-choy,salinas-valley,"[3, 4, 5, 6, 9, 10, 11]","[4, 5, 10]",local,Coastal production extends the window slightly into early summer thanks to cooler temperatures. Grown alongside other Asian brassicas for specialty and wholesale markets.,Refrigerate unwashed in a damp paper towel inside a plastic bag for 3-5 days.
water-spinach,central-valley,"[5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,Semi-aquatic tropical green also called kangkong or ong choy. Federally classified as a noxious weed; California requires CDFA cultivation permits. The Ching Quat variety is preferred in California as it grows in damp soil without free water. Thrives at 68-86F. Extremely perishable.,Highly perishable. Refrigerate unwashed with stems in water or wrapped in damp paper towels for 1-3 days maximum. Use as soon as possible after purchase.
water-spinach,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,"Year-round imports from Southeast Asian countries supplement domestic California supply, especially during winter months when local production ceases. Available at Asian grocery stores and specialty distributors.",Extremely perishable. Refrigerate and use within 1-2 days of purchase.
chioggia-beet,salinas-valley,"[1, 2, 3, 4, 5, 6, 10, 11, 12]","[3, 4, 5, 11, 12]",local,Italian heirloom beet with distinctive concentric pink and white ring pattern when sliced. Also called candy cane or bull's-eye beet. Takes 50-60 days to harvest. Flavor declines and rings fade with cooking heat. Best eaten raw or lightly roasted.,Remove greens (store separately for 2-3 days). Refrigerate unwashed roots in a plastic bag for 2-3 weeks. Do not peel until ready to use.
chioggia-beet,central-valley,"[3, 4, 5, 10, 11]","[4, 5]",local,Spring and fall production in the Central Valley avoids summer heat stress which causes bitterness and poor ring development.,Remove greens and refrigerate unwashed roots in a plastic bag for 2-3 weeks.
cardoon,salinas-valley,"[1, 2, 3, 11, 12]","[1, 2, 12]",local,"Thistle-like relative of the artichoke grown for its thick, celery-like leaf stalks. Requires blanching (wrapping stalks in burlap for 4-5 weeks) to reduce bitterness. Takes 120-150 days to mature. Thrives in mild, damp coastal California. Popular in Italian and North African cuisine.",Wrap blanched stalks in damp paper towels and refrigerate in a plastic bag for up to 1 week. Trim and peel tough outer fibers before cooking. Place cut pieces in acidulated water to prevent browning.
